TX_ACCESSION	SYMBOL
ENST00000526236.5	FPGT-TNNI3K
ENST00000526236.5	TNNI3K
ENST00000526241.5	ST5
ENST00000526241.5	DENND2B
ENST00000526264.5	KIAA1324
ENST00000526264.5	ELAPOR1
ENST00000526290.1	TSTA3
ENST00000526290.1	GFUS
ENST00000526393.5	FAM86C1
ENST00000526393.5	FAM86C1P
ENST00000526396.3	TRIM49D2
ENST00000526396.3	TRIM49D1
ENST00000526403.1	ATP5PBP5
ENST00000526403.1	ATP5F1P5
ENST00000526409.5	EEF1G
ENST00000526409.5	AP002990.1
ENST00000526414.5	IRAG1
ENST00000526414.5	MRVI1
ENST00000526433.1	FAM89B
ENST00000526433.1	SSSCA1
ENST00000526463.5	CENATAC
ENST00000526463.5	CCDC84
ENST00000526520.5	NPIPA3
ENST00000526520.5	NPIPA2
ENST00000526587.2	ALG9
ENST00000526587.2	AP001781.3
ENST00000526613.1	AC068587.3
ENST00000526613.1	AC068587.1
ENST00000526618.1	AC013488.1
ENST00000526618.1	AC090720.1
ENST00000526619.6	GOLGA8G
ENST00000526619.6	GOLGA8F
ENST00000526701.5	ST5
ENST00000526701.5	DENND2B
ENST00000526757.5	ST5
ENST00000526757.5	DENND2B
ENST00000526781.5	C11orf70
ENST00000526781.5	CFAP300
ENST00000526828.5	ST5
ENST00000526828.5	DENND2B
ENST00000526837.5	ST5
ENST00000526837.5	DENND2B
ENST00000526877.1	ZNRD2
ENST00000526877.1	SSSCA1
ENST00000526890.5	CARS
ENST00000526890.5	CARS1
ENST00000526914.1	MRGPRX1
ENST00000526965.1	AC068339.1
ENST00000526965.1	OR8I4P
ENST00000527006.1	TSTA3
ENST00000527006.1	GFUS
ENST00000527053.1	FXYD6-FXYD2
ENST00000527053.1	FXYD6
ENST00000527059.1	SLC25A51P4
ENST00000527059.1	AC090099.1
ENST00000527095.7	IQCJ-SCHIP1
ENST00000527095.7	SCHIP1
ENST00000527108.5	C11orf74
ENST00000527108.5	IFTAP
ENST00000527124.1	TASOR2
ENST00000527124.1	FAM208B
ENST00000527139.6	FAM83H-AS1
ENST00000527139.6	IQANK1
ENST00000527151.2	AP003041.3
ENST00000527151.2	AP003041.2
ENST00000527164.1	MRGPRX6P
ENST00000527164.1	AC023078.2
ENST00000527182.1	CCDC180
ENST00000527182.1	SUGT1P4-STRA6LP-CCDC180
ENST00000527186.1	ATP5MG
ENST00000527186.1	ATP5L
ENST00000527250.5	QSER1
ENST00000527300.5	FAM86B2
ENST00000527300.5	FAM86B1
ENST00000527330.2	CARS
ENST00000527330.2	CARS1
ENST00000527347.5	ST5
ENST00000527347.5	DENND2B
ENST00000527351.1	AP000926.1
ENST00000527351.1	AP000926.4
ENST00000527356.1	CENATAC
ENST00000527356.1	CCDC84
ENST00000527366.1	H2AZ1
ENST00000527366.1	H2AFZ
ENST00000527392.5	ST5
ENST00000527392.5	DENND2B
ENST00000527413.1	ZNRD2
ENST00000527413.1	SSSCA1
ENST00000527425.5	AP002004.1
ENST00000527425.5	CASP4LP
ENST00000527459.6	CD99P1
ENST00000527463.1	AC023078.3
ENST00000527463.1	MRGPRX10P
ENST00000527466.1	DLG2
ENST00000527473.5	ST5
ENST00000527473.5	DENND2B
ENST00000527501.1	KIAA1324
ENST00000527501.1	ELAPOR1
ENST00000527509.6	IRAG1
ENST00000527509.6	MRVI1
ENST00000527510.5	ST5
ENST00000527510.5	DENND2B
ENST00000527516.5	ST5
ENST00000527516.5	DENND2B
ENST00000527540.1	ST5
ENST00000527540.1	DENND2B
ENST00000527549.5	TSTA3
ENST00000527549.5	GFUS
ENST00000527561.5	ZNF707
ENST00000527570.1	FAM212B
ENST00000527570.1	INKA2
ENST00000527592.2	OR4A10P
ENST00000527592.2	AP005639.2
ENST00000527595.5	AL133352.1
ENST00000527595.5	SEC31B
ENST00000527604.1	AL020996.2
ENST00000527604.1	MTFR1L
ENST00000527616.1	HSPB2-C11orf52
ENST00000527616.1	HSPB2
ENST00000527617.1	AP002004.1
ENST00000527617.1	CASP4LP
ENST00000527621.1	FAM212B
ENST00000527621.1	INKA2
ENST00000527637.5	AP002004.1
ENST00000527637.5	CASP4LP
ENST00000527660.1	FAM212B
ENST00000527660.1	AL049557.1
ENST00000527677.1	TSTA3
ENST00000527677.1	GFUS
ENST00000527703.2	AC138969.1
ENST00000527703.2	NPIPA1
ENST00000527775.1	WT1
ENST00000527788.5	QSER1
ENST00000527845.1	CKLF-CMTM1
ENST00000527845.1	CKLF
ENST00000527863.2	SGK494
ENST00000527863.2	RSKR
ENST00000527870.1	ST5
ENST00000527870.1	DENND2B
ENST00000527904.1	BMPR1APS2
ENST00000527904.1	BMPR1AP2
ENST00000527918.6	SGK494
ENST00000527918.6	RSKR
ENST00000527920.5	ZNRD2
ENST00000527920.5	SSSCA1
ENST00000527930.5	ST5
ENST00000527930.5	DENND2B
ENST00000527941.5	ZCCHC11
ENST00000527941.5	TUT4
ENST00000527942.5	ACAT1
ENST00000527965.5	TSBP1
ENST00000527965.5	C6orf10
ENST00000527996.5	KIAA1324
ENST00000527996.5	ELAPOR1
ENST00000528016.1	ACADM
ENST00000528016.1	RABGGTB
ENST00000528088.1	CENATAC
ENST00000528088.1	CCDC84
ENST00000528092.5	C11orf74
ENST00000528092.5	IFTAP
ENST00000528155.1	QSER1
ENST00000528164.1	NDUFC2
ENST00000528164.1	NDUFC2-KCTD14
ENST00000528172.1	AC015689.1
ENST00000528172.1	AC015689.2
ENST00000528174.5	AL133352.1
ENST00000528174.5	NDUFB8
ENST00000528196.5	ST5
ENST00000528196.5	DENND2B
ENST00000528260.1	AP003716.1
ENST00000528260.1	AP003716.2
ENST00000528301.1	NPIPA9
ENST00000528301.1	AC126755.2
ENST00000528335.5	TRMT9B
ENST00000528335.5	KIAA1456
ENST00000528352.1	DYNLT5
ENST00000528352.1	TCTEX1D1
ENST00000528394.1	MS4A4E
ENST00000528405.1	AP001458.2
ENST00000528405.1	INTS5
ENST00000528437.5	AP002004.1
ENST00000528437.5	CASP4LP
ENST00000528457.5	ZCCHC11
ENST00000528457.5	TUT4
ENST00000528506.1	AC068587.3
ENST00000528506.1	AC068587.5
ENST00000528513.1	CARD16
ENST00000528523.5	ST5
ENST00000528523.5	DENND2B
ENST00000528527.5	ST5
ENST00000528527.5	DENND2B
ENST00000528537.1	AL358944.2
ENST00000528537.1	AL358944.1
ENST00000528540.5	CD3G
ENST00000528642.5	ZCCHC11
ENST00000528642.5	TUT4
ENST00000528671.1	AP002748.3
ENST00000528671.1	AP002748.2
ENST00000528678.1	CCDC180
ENST00000528678.1	SUGT1P4-STRA6LP-CCDC180
ENST00000528685.1	FAM86C1
ENST00000528685.1	FAM86C1P
ENST00000528715.1	AC107918.1
ENST00000528715.1	OR7E160P
ENST00000528753.2	TRMT9B
ENST00000528753.2	KIAA1456
ENST00000528767.1	SPAG11B
ENST00000528767.1	SPAG11A
ENST00000528835.1	AP000781.2
ENST00000528835.1	PRG2
ENST00000528891.1	AP000790.1
ENST00000528891.1	AP000790.2
ENST00000528899.5	DNAI3
ENST00000528899.5	WDR63
ENST00000528920.5	TSTA3
ENST00000528920.5	GFUS
ENST00000528931.5	MICAL2
ENST00000528941.1	AP003181.2
ENST00000528941.1	AP003181.1
ENST00000528943.5	SPAG11B
ENST00000528943.5	SPAG11A
ENST00000529028.1	MICAL2
ENST00000529028.1	MICALCL
ENST00000529048.5	TSTA3
ENST00000529048.5	GFUS
ENST00000529060.5	FAM86B2
ENST00000529060.5	FAM86B1
ENST00000529064.5	TSTA3
ENST00000529064.5	GFUS
ENST00000529068.5	IRAG1
ENST00000529068.5	MRVI1
ENST00000529141.1	AC087441.3
ENST00000529141.1	AC087441.2
ENST00000529147.2	MFRP
ENST00000529147.2	C1QTNF5
ENST00000529152.1	AC113192.3
ENST00000529152.1	AC113192.2
ENST00000529158.5	H2AZ1
ENST00000529158.5	H2AFZ
ENST00000529167.5	HOATZ
ENST00000529167.5	C11orf88
ENST00000529187.1	TMEM136
ENST00000529187.1	TLCD5
ENST00000529198.1	C10orf113
ENST00000529204.1	C11orf70
ENST00000529204.1	CFAP300
ENST00000529331.1	AP002360.1
ENST00000529331.1	GVQW3
ENST00000529342.5	HSPB2-C11orf52
ENST00000529342.5	C11orf52
ENST00000529411.1	AP000781.2
ENST00000529411.1	PRG2
ENST00000529448.5	IRAG1
ENST00000529448.5	MRVI1
ENST00000529460.1	ATP5MG
ENST00000529460.1	ATP5L
ENST00000529471.1	IRAG1
ENST00000529471.1	MRVI1
ENST00000529490.5	MVB12A
ENST00000529490.5	BISPR
ENST00000529536.1	AC109635.2
ENST00000529536.1	AC109635.3
ENST00000529547.1	IRAG1
ENST00000529547.1	MRVI1
ENST00000529559.1	USP17L3
ENST00000529559.1	USP17L1
ENST00000529564.1	VKORC1
ENST00000529564.1	AC135050.2
ENST00000529568.5	AL133352.1
ENST00000529568.5	SEC31B
ENST00000529661.1	HOATZ
ENST00000529661.1	C11orf88
ENST00000529682.1	AP000648.2
ENST00000529682.1	AP000648.1
ENST00000529697.1	AC111188.2
ENST00000529697.1	AC111188.1
ENST00000529706.1	TRMT9B
ENST00000529706.1	KIAA1456
ENST00000529753.5	KIAA1324
ENST00000529753.5	ELAPOR1
ENST00000529770.5	ATP5MG
ENST00000529770.5	ATP5L
ENST00000529772.5	CARS
ENST00000529772.5	CARS1
ENST00000529790.5	ATP5MG
ENST00000529790.5	ATP5L
ENST00000529793.1	MRGPRX13P
ENST00000529793.1	AC090099.2
ENST00000529868.1	METTL12
ENST00000529868.1	CSKMT
ENST00000529899.1	TSTA3
ENST00000529899.1	GFUS
ENST00000529919.5	CTNND1
ENST00000529919.5	TMX2-CTNND1
ENST00000529940.5	ST5
ENST00000529940.5	DENND2B
ENST00000529978.1	TRMT9B
ENST00000529978.1	KIAA1456
ENST00000530011.1	CCDC180
ENST00000530011.1	SUGT1P4-STRA6LP-CCDC180
ENST00000530068.5	CTNND1
ENST00000530068.5	TMX2-CTNND1
ENST00000530121.5	SGK494
ENST00000530121.5	RSKR
ENST00000530167.1	H2AX
ENST00000530167.1	H2AFX
ENST00000530184.1	FPGT-TNNI3K
ENST00000530184.1	TNNI3K
ENST00000530217.2	NPIPA8
ENST00000530217.2	NPIPA7
ENST00000530246.1	GOLGA8DP
ENST00000530246.1	GOLGA8EP
ENST00000530264.1	AP002004.1
ENST00000530264.1	CASP4LP
ENST00000530288.1	AF228730.5
ENST00000530288.1	AF228730.3
ENST00000530311.6	TRIM49D2
ENST00000530311.6	TRIM49D1
ENST00000530318.1	KDELC2
ENST00000530318.1	POGLUT3
ENST00000530338.5	ST5
ENST00000530338.5	DENND2B
ENST00000530385.5	FAM86B2
ENST00000530385.5	FAM86B1
ENST00000530438.5	ST5
ENST00000530438.5	DENND2B
ENST00000530474.5	TSTA3
ENST00000530474.5	GFUS
ENST00000530529.5	KDELC2
ENST00000530529.5	POGLUT3
ENST00000530551.5	CCDC180
ENST00000530551.5	SUGT1P4-STRA6LP-CCDC180
ENST00000530559.5	ST5
ENST00000530559.5	DENND2B
ENST00000530580.5	ST5
ENST00000530580.5	DENND2B
ENST00000530593.5	ST5
ENST00000530593.5	DENND2B
ENST00000530611.1	TM9SF1
ENST00000530611.1	AL136295.1
ENST00000530659.1	C11orf70
ENST00000530659.1	CFAP300
ENST00000530696.2	AP006587.1
ENST00000530696.2	AP006587.2
ENST00000530697.5	C11orf74
ENST00000530697.5	IFTAP
ENST00000530771.1	AC021006.3
ENST00000530771.1	AC021006.2
ENST00000530827.2	AP000907.1
ENST00000530827.2	AP000907.2
ENST00000530893.6	BRCA2
ENST00000530920.1	TNKS1BP1
ENST00000530922.1	ST5
ENST00000530922.1	DENND2B
ENST00000530938.5	ST5
ENST00000530938.5	DENND2B
ENST00000530959.5	ST5
ENST00000530959.5	DENND2B
ENST00000530991.5	ST5
ENST00000530991.5	DENND2B
ENST00000531006.1	TSTA3
ENST00000531006.1	GFUS
ENST00000531060.1	ST5
ENST00000531060.1	DENND2B
ENST00000531069.1	AC087441.1
ENST00000531069.1	AC087441.2
ENST00000531074.1	TMX2-CTNND1
ENST00000531074.1	AP001931.1
ENST00000531091.5	AP002004.1
ENST00000531091.5	CASP4LP
ENST00000531093.5	ST5
ENST00000531093.5	DENND2B
ENST00000531107.5	IRAG1
ENST00000531107.5	MRVI1
ENST00000531207.5	AP002360.1
ENST00000531207.5	GVQW3
ENST00000531225.1	TMEM249
ENST00000531225.1	AC233992.2
ENST00000531237.1	ST5
ENST00000531237.1	DENND2B
ENST00000531308.1	IRAG1
ENST00000531308.1	MRVI1
ENST00000531346.1	TMEM136
ENST00000531346.1	TLCD5
ENST00000531371.5	AP002004.1
ENST00000531371.5	CASP4LP
ENST00000531387.5	CARS
ENST00000531387.5	CARS1
ENST00000531405.5	ZNRD2
ENST00000531405.5	SSSCA1
ENST00000531453.6	NPIPA9
ENST00000531453.6	AC126755.2
ENST00000531473.5	TSTA3
ENST00000531473.5	GFUS
ENST00000531552.1	DNAI4
ENST00000531552.1	WDR78
ENST00000531578.1	ST5
ENST00000531578.1	DENND2B
ENST00000531603.1	AP003385.6
ENST00000531603.1	AP003385.4
ENST00000531640.5	ST5
ENST00000531640.5	DENND2B
ENST00000531656.1	AP002004.2
ENST00000531656.1	AP002004.1
ENST00000531664.5	KIAA1324
ENST00000531664.5	ELAPOR1
ENST00000531666.2	SEPTIN7P11
ENST00000531666.2	AC109635.4
ENST00000531722.5	ZCCHC11
ENST00000531722.5	TUT4
ENST00000531724.1	AP002469.1
ENST00000531724.1	AP002469.2
ENST00000531736.1	MRGPRX11P
ENST00000531736.1	AC023078.4
ENST00000531744.5	AP002884.5
ENST00000531744.5	SDHD
ENST00000531758.1	SUGT1P4-STRA6LP
ENST00000531758.1	AL512590.2
ENST00000531785.1	AP002360.1
ENST00000531785.1	GVQW3
ENST00000531786.1	IRAG1
ENST00000531786.1	MRVI1
ENST00000531833.1	FAM86B2
ENST00000531833.1	FAM86B1
ENST00000531839.5	AC005726.2
ENST00000531839.5	RSKR
ENST00000531980.5	DNAI4
ENST00000531980.5	WDR78
ENST00000532023.5	TSBP1
ENST00000532023.5	C6orf10
ENST00000532033.1	AP006587.5
ENST00000532033.1	AP006587.4
ENST00000532037.5	IRAG1
ENST00000532037.5	MRVI1
ENST00000532070.1	GIF
ENST00000532070.1	CBLIF
ENST00000532080.1	TASOR2
ENST00000532080.1	FAM208B
ENST00000532132.5	CENATAC
ENST00000532132.5	CCDC84
ENST00000532162.5	ST5
ENST00000532162.5	DENND2B
ENST00000532209.1	SUGT1P4
ENST00000532209.1	AL590705.4
ENST00000532308.5	TSTA3
ENST00000532308.5	GFUS
ENST00000532323.1	AC027026.1
ENST00000532323.1	MRGPRX9P
ENST00000532364.1	VKORC1
ENST00000532364.1	AC135050.2
ENST00000532376.2	TRMT9B
ENST00000532376.2	KIAA1456
ENST00000532441.5	AP002004.1
ENST00000532441.5	CASP4LP
ENST00000532470.2	C11orf74
ENST00000532470.2	IFTAP
ENST00000532487.1	AC013828.1
ENST00000532487.1	AC013828.2
ENST00000532510.5	AP002004.1
ENST00000532510.5	CASP4LP
ENST00000532629.1	DNAI4
ENST00000532629.1	WDR78
ENST00000532651.5	ST5
ENST00000532651.5	DENND2B
ENST00000532699.1	AP002884.5
ENST00000532699.1	SDHD
ENST00000532712.1	MRGPRX5P
ENST00000532712.1	AC023078.7
ENST00000532730.1	KDELC2
ENST00000532730.1	POGLUT3
ENST00000532734.5	ST5
ENST00000532734.5	DENND2B
ENST00000532738.1	ST5
ENST00000532738.1	DENND2B
ENST00000532838.1	CKLF-CMTM1
ENST00000532838.1	CKLF
ENST00000532871.3	ST5
ENST00000532871.3	DENND2B
ENST00000532901.1	AP003385.5
ENST00000532901.1	OR7E11P
ENST00000532912.1	TRIM53AP
ENST00000532912.1	TRIM53BP
ENST00000533004.5	FAM83H-AS1
ENST00000533004.5	IQANK1
ENST00000533010.6	NPIPA9
ENST00000533010.6	AC126755.2
ENST00000533016.1	ST5
ENST00000533016.1	DENND2B
ENST00000533020.5	ST5
ENST00000533020.5	DENND2B
ENST00000533067.1	GIF
ENST00000533067.1	CBLIF
ENST00000533081.5	ST5
ENST00000533081.5	DENND2B
ENST00000533115.5	ZNRD2
ENST00000533115.5	SSSCA1
ENST00000533147.5	KIAA1324
ENST00000533147.5	ELAPOR1
ENST00000533172.5	ATP5MG
ENST00000533172.5	ATP5L
ENST00000533181.1	AL049629.2
ENST00000533181.1	CD59
ENST00000533191.5	TSBP1
ENST00000533191.5	C6orf10
ENST00000533225.5	ST5
ENST00000533225.5	DENND2B
ENST00000533242.1	NEDD8-MDP1
ENST00000533242.1	NEDD8
ENST00000533250.1	PRR23D1
ENST00000533250.1	PRR23D2
ENST00000533374.1	KIAA1324
ENST00000533374.1	ELAPOR1
ENST00000533425.5	ST5
ENST00000533425.5	DENND2B
ENST00000533471.5	ST5
ENST00000533471.5	DENND2B
ENST00000533503.1	AP002453.2
ENST00000533503.1	AP002453.1
ENST00000533518.5	AC135050.2
ENST00000533518.5	PRSS53
ENST00000533549.1	AL133352.1
ENST00000533549.1	NDUFB8
ENST00000533551.5	PRKY
ENST00000533564.1	CBY2
ENST00000533564.1	SPERT
ENST00000533580.5	ST5
ENST00000533580.5	DENND2B
ENST00000533593.1	AC109635.4
ENST00000533593.1	AC109635.5
ENST00000533631.1	IRAG1
ENST00000533631.1	MRVI1
ENST00000533681.5	ST5
ENST00000533681.5	DENND2B
ENST00000533698.5	RNASEH2C
ENST00000533701.1	SRP14P2
ENST00000533701.1	AP004242.1
ENST00000533787.1	CENATAC
ENST00000533787.1	CCDC84
ENST00000533788.1	NPEPL1
ENST00000533788.1	STX16-NPEPL1
ENST00000533817.5	TSTA3
ENST00000533817.5	GFUS
ENST00000533847.1	GIF
ENST00000533847.1	CBLIF
ENST00000533893.1	AC068587.2
ENST00000533893.1	AC068587.4
ENST00000534020.5	FPGT-TNNI3K
ENST00000534020.5	TNNI3K
ENST00000534081.5	AP000781.2
ENST00000534081.5	PRG2
ENST00000534125.1	FXYD6-FXYD2
ENST00000534125.1	FXYD6
ENST00000534127.5	ST5
ENST00000534127.5	DENND2B
ENST00000534173.1	PTMAP15
ENST00000534173.1	AC007751.2
ENST00000534189.1	CCDC180
ENST00000534189.1	SUGT1P4-STRA6LP-CCDC180
ENST00000534248.5	ST5
ENST00000534248.5	DENND2B
ENST00000534258.1	AC138969.1
ENST00000534258.1	PKD1P1
ENST00000534266.6	IRAG1
ENST00000534266.6	MRVI1
ENST00000534278.5	ST5
ENST00000534278.5	DENND2B
ENST00000534360.1	C11orf70
ENST00000534360.1	CFAP300
ENST00000534365.1	FAM212B
ENST00000534365.1	INKA2
ENST00000534385.1	ATP5MG
ENST00000534385.1	ATP5L
ENST00000534398.1	FAM83H-AS1
ENST00000534398.1	IQANK1
ENST00000534420.1	FNTA
ENST00000534420.1	AC110275.1
ENST00000534476.5	KIAA1324
ENST00000534476.5	ELAPOR1
ENST00000534520.5	FAM86B2
ENST00000534520.5	FAM86B1
ENST00000534570.5	ABCB7
ENST00000534586.1	AP002360.1
ENST00000534586.1	GVQW3
ENST00000534588.1	TSBP1
ENST00000534588.1	C6orf10
ENST00000534635.5	C11orf74
ENST00000534635.5	IFTAP
ENST00000534640.1	SLC25A51P4
ENST00000534640.1	AC090099.1
ENST00000534647.1	CTNND1
ENST00000534647.1	TMX2-CTNND1
ENST00000534656.2	CENATAC
ENST00000534656.2	CCDC84
ENST00000534659.1	AP002004.1
ENST00000534659.1	CASP4LP
ENST00000534665.5	ST5
ENST00000534665.5	DENND2B
ENST00000534732.5	FAM86B2
ENST00000534732.5	FAM86B1
ENST00000534745.1	TUT1
ENST00000534745.1	AP002990.1
ENST00000534783.1	ST5
ENST00000534783.1	DENND2B
ENST00000534843.1	DDX47
ENST00000534843.1	APOLD1
ENST00000534923.1	PRR4
ENST00000534923.1	PRH1
ENST00000534929.1	NUDT22
ENST00000534929.1	DNAJC4
ENST00000534940.6	ASMTL
ENST00000535033.5	SPX
ENST00000535104.5	RSPH10B
ENST00000535104.5	RSPH10B2
ENST00000535164.5	C16orf62
ENST00000535164.5	VPS35L
ENST00000535257.1	CFAP251
ENST00000535257.1	WDR66
ENST00000535273.2	PACC1
ENST00000535273.2	TMEM206
ENST00000535372.1	SOD2-OT1
ENST00000535372.1	SOD2
ENST00000535431.1	AP000721.1
ENST00000535431.1	OTUB1
ENST00000535523.5	PIH1D3
ENST00000535523.5	DNAAF6
ENST00000535542.5	LTO1
ENST00000535542.5	ORAOV1
ENST00000535564.1	ITFG2
ENST00000535596.5	KIAA1551
ENST00000535596.5	RESF1
ENST00000535606.1	KIAA1551
ENST00000535606.1	RESF1
ENST00000535657.5	LTO1
ENST00000535657.5	ORAOV1
ENST00000535684.5	RPS11P6
ENST00000535684.5	AC012158.1
ENST00000535801.1	AC087241.2
ENST00000535801.1	AC087241.1
ENST00000535820.1	C11orf84
ENST00000535820.1	SPINDOC
ENST00000535844.1	VPS33A
ENST00000535844.1	AC048338.1
ENST00000535846.1	LINC02693
ENST00000535846.1	C17orf51
ENST00000535961.1	AC138969.1
ENST00000535961.1	PKD1P1
ENST00000535963.1	TMEM5
ENST00000535963.1	RXYLT1
ENST00000536041.5	NPIPB4
ENST00000536041.5	NPIPB3
ENST00000536173.5	IRAG2
ENST00000536173.5	LRMP
ENST00000536219.5	TMEM5
ENST00000536219.5	RXYLT1
ENST00000536260.5	AC138969.1
ENST00000536260.5	PKD1P1
ENST00000536271.5	NXPE1
ENST00000536505.1	AC005885.1
ENST00000536505.1	AC007368.1
ENST00000536588.1	NDUFA9
ENST00000536588.1	AC005832.4
ENST00000536632.1	RIMBP2
ENST00000536639.1	AC005885.1
ENST00000536639.1	AC007368.1
ENST00000536668.2	AC018630.2
ENST00000536668.2	AC018630.6
ENST00000536670.5	SDHAF2
ENST00000536670.5	AP003108.2
ENST00000536759.2	CYBC1
ENST00000536759.2	C17orf62
ENST00000536775.1	AC127070.3
ENST00000536775.1	AC127070.4
ENST00000536779.5	AL590560.1
ENST00000536779.5	VSIG8
ENST00000536870.5	LTO1
ENST00000536870.5	ORAOV1
ENST00000536887.5	HRASLS5
ENST00000536887.5	PLAAT5
ENST00000536916.1	AC020549.2
ENST00000536916.1	AC020549.1
ENST00000536958.2	LINC02693
ENST00000536958.2	AC233702.7
ENST00000537004.5	CLIP1
ENST00000537085.1	AC138969.1
ENST00000537085.1	PKD1P1
ENST00000537112.5	AC138969.1
ENST00000537112.5	PKD1P1
ENST00000537167.5	AL590560.1
ENST00000537167.5	VSIG8
ENST00000537186.6	C16orf62
ENST00000537186.6	VPS35L
ENST00000537239.2	AL513165.2
ENST00000537239.2	FBXO10
ENST00000537262.1	PXMP2
ENST00000537262.1	AC135586.2
ENST00000537272.6	LTO1
ENST00000537272.6	ORAOV1
ENST00000537324.1	LTO1
ENST00000537324.1	ORAOV1
ENST00000537329.1	TMEM2
ENST00000537329.1	CEMIP2
ENST00000537373.5	TMEM5
ENST00000537373.5	RXYLT1
ENST00000537408.1	CLSTN3
ENST00000537495.2	FKBP11
ENST00000537495.2	AC073610.2
ENST00000537558.5	EP400NL
ENST00000537558.5	EP400P1
ENST00000537638.6	MARS
ENST00000537638.6	MARS1
ENST00000537871.1	RARRES3
ENST00000537871.1	PLAAT4
ENST00000537967.1	ATP5MFP5
ENST00000537967.1	ATP5J2P5
ENST00000537982.5	TMEM5
ENST00000537982.5	RXYLT1
ENST00000537991.1	B3GNT4
ENST00000538085.5	AC138969.1
ENST00000538085.5	PKD1P1
ENST00000538173.1	EIF2S3B
ENST00000538173.1	AC068775.1
ENST00000538284.1	AC024224.1
ENST00000538284.1	CLEC9A
ENST00000538312.5	FAM46D
ENST00000538312.5	TENT5D
ENST00000538358.1	AL663061.2
ENST00000538358.1	AL663061.1
ENST00000538432.2	ATP5PD
ENST00000538432.2	ATP5H
ENST00000538551.1	AC024940.3
ENST00000538551.1	AC024940.4
ENST00000538552.5	C16orf62
ENST00000538552.5	VPS35L
ENST00000538554.6	LTO1
ENST00000538554.6	ORAOV1
ENST00000538588.2	CASTOR3
ENST00000538588.2	GATS
ENST00000538594.5	SDHAF2
ENST00000538594.5	AP003108.2
ENST00000538604.1	LINC02693
ENST00000538604.1	C17orf51
ENST00000538669.1	TMEM2
ENST00000538669.1	CEMIP2
ENST00000538712.1	HRASLS5
ENST00000538712.1	PLAAT5
ENST00000538774.1	ATP5J2P4
ENST00000538774.1	ATP5MFP4
ENST00000538830.1	AC023050.5
ENST00000538830.1	AC023050.4
ENST00000538948.5	PIEZO2
ENST00000539033.1	KLRC3
ENST00000539033.1	AC068775.2
ENST00000539065.5	MARCHF7
ENST00000539065.5	MARCH7
ENST00000539112.5	TARSL2
ENST00000539112.5	TARS3
ENST00000539156.5	FAH
ENST00000539191.1	NPIPB4
ENST00000539191.1	NPIPB3
ENST00000539205.5	EP400NL
ENST00000539205.5	EP400P1
ENST00000539221.5	HRASLS5
ENST00000539221.5	PLAAT5
ENST00000539318.5	NPIPB4
ENST00000539318.5	NPIPB3
ENST00000539322.5	C16orf62
ENST00000539322.5	VPS35L
ENST00000539347.1	PTMAP9
ENST00000539347.1	AC007537.1
ENST00000539351.5	EP400NL
ENST00000539351.5	EP400P1
ENST00000539414.5	LTO1
ENST00000539414.5	ORAOV1
ENST00000539588.2	AC005885.1
ENST00000539588.2	AC007368.1
ENST00000539630.1	RSPH10B
ENST00000539630.1	RSPH10B2
ENST00000539652.1	TMBIM4
ENST00000539652.1	AC078927.1
ENST00000539705.5	C16orf62
ENST00000539705.5	VPS35L
ENST00000539745.1	HIST4H4
ENST00000539745.1	H4-16
ENST00000539803.5	C1R
ENST00000539803.5	C1RL
ENST00000539903.5	RSPH10B
ENST00000539903.5	RSPH10B2
ENST00000539977.1	MIR10527
ENST00000539977.1	PABPC1P4
ENST00000540096.2	AC026786.1
ENST00000540096.2	ZNF268
ENST00000540101.2	C16orf62
ENST00000540101.2	VPS35L
ENST00000540103.1	NPIPB4
ENST00000540103.1	NPIPB3
ENST00000540127.1	HNRNPUL2
ENST00000540127.1	HNRNPUL2-BSCL2
ENST00000540229.1	AC011604.2
ENST00000540229.1	SLCO1B3-SLCO1B7
ENST00000540240.1	C16orf62
ENST00000540240.1	VPS35L
ENST00000540248.5	DAZ4
ENST00000540248.5	DAZ1
ENST00000540385.2	AL358075.4
ENST00000540385.2	P3R3URF-PIK3R3
ENST00000540508.1	LINC02693
ENST00000540508.1	C17orf51
ENST00000540539.5	CLIP1
ENST00000540557.1	AL138752.2
ENST00000540557.1	SHB
ENST00000540563.5	ARSL
ENST00000540563.5	ARSE
ENST00000540592.5	NARS
ENST00000540592.5	NARS1
ENST00000540732.3	BCKDHA
ENST00000540732.3	AC011462.1
ENST00000540779.1	CFAP251
ENST00000540779.1	WDR66
ENST00000540857.5	HRASLS5
ENST00000540857.5	PLAAT5
ENST00000540893.1	C11orf84
ENST00000540893.1	SPINDOC
ENST00000540924.5	KIAA1551
ENST00000540924.5	RESF1
ENST00000540943.1	PLA2G16
ENST00000540943.1	PLAAT3
ENST00000540986.5	NARFL
ENST00000540986.5	CIAO3
ENST00000541073.5	CRACD
ENST00000541073.5	KIAA1211
ENST00000541135.5	SDHAF2
ENST00000541135.5	AP003108.2
ENST00000541142.1	AC023050.4
ENST00000541142.1	AC023050.3
ENST00000541152.6	SEPT9
ENST00000541152.6	SEPTIN9
ENST00000541153.5	C16orf62
ENST00000541153.5	VPS35L
ENST00000541161.1	AC087258.1
ENST00000541161.1	AC087258.2
ENST00000541169.1	VPS33A
ENST00000541175.1	PRR4
ENST00000541175.1	PRH1
ENST00000541176.2	CPNE1
