TX_ACCESSION	SYMBOL
ENST00000509110.1	DELE1
ENST00000509111.2	F11-AS1
ENST00000509111.2	AC018709.1
ENST00000509189.5	FAM159B
ENST00000509189.5	SHISAL2B
ENST00000509221.1	AC009570.2
ENST00000509221.1	ENAM
ENST00000509227.1	PAPD4
ENST00000509227.1	TENT2
ENST00000509262.1	AFF1-AS1
ENST00000509262.1	C4orf36
ENST00000509271.1	USP17L30
ENST00000509271.1	USP17L25
ENST00000509301.1	AC010442.3
ENST00000509301.1	AC010442.2
ENST00000509323.1	ESRRB
ENST00000509339.1	RAB24
ENST00000509339.1	MXD3
ENST00000509356.1	PTTG1IP2
ENST00000509356.1	AC002456.2
ENST00000509410.1	TARS
ENST00000509410.1	TARS1
ENST00000509504.2	AC004691.2
ENST00000509504.2	AQP1
ENST00000509541.5	GCLC
ENST00000509549.5	HIRA
ENST00000509549.5	C22orf39
ENST00000509573.5	STING1
ENST00000509573.5	TMEM173
ENST00000509660.1	USP17L26
ENST00000509660.1	USP17L30
ENST00000509663.2	IPO11
ENST00000509663.2	KIF2A
ENST00000509729.3	AC120036.1
ENST00000509729.3	AC120036.2
ENST00000509731.5	TARS
ENST00000509731.5	TARS1
ENST00000509747.5	FAM153B
ENST00000509747.5	AC139491.5
ENST00000509780.6	ASMT
ENST00000509805.5	SMN2
ENST00000509805.5	SMN1
ENST00000509849.5	CPLANE1
ENST00000509849.5	C5orf42
ENST00000509901.5	GUCY1A3
ENST00000509901.5	GUCY1A1
ENST00000509940.1	ZNF827
ENST00000509948.5	IDUA
ENST00000509957.5	CPLANE1
ENST00000509957.5	C5orf42
ENST00000509958.1	SSX6
ENST00000509958.1	SSX6P
ENST00000509969.2	AC146944.3
ENST00000509969.2	GUSBP17
ENST00000510011.5	SEPTIN7P14
ENST00000510011.5	AC093752.1
ENST00000510038.1	H2AFY
ENST00000510038.1	MACROH2A1
ENST00000510047.5	FAM173B
ENST00000510047.5	ATPSCKMT
ENST00000510052.5	FAM173B
ENST00000510052.5	ATPSCKMT
ENST00000510075.1	MARCH1
ENST00000510075.1	MARCHF1
ENST00000510138.2	GUSBP9
ENST00000510138.2	GUSBP16
ENST00000510149.1	KIAA1257
ENST00000510149.1	CFAP92
ENST00000510152.1	AC098591.3
ENST00000510152.1	AC098591.2
ENST00000510179.1	FAM206BP
ENST00000510179.1	ABITRAMP1
ENST00000510191.5	LARS
ENST00000510191.5	LARS1
ENST00000510257.1	ATP5EP1
ENST00000510257.1	ATP5F1EP1
ENST00000510265.2	ANKRD62P1-PARP4P3
ENST00000510265.2	PARP4P3
ENST00000510278.1	AC110792.1
ENST00000510278.1	AC110792.2
ENST00000510304.2	AC116353.5
ENST00000510304.2	AC116353.6
ENST00000510328.5	FAM47E-STBD1
ENST00000510328.5	FAM47E
ENST00000510438.1	MICE
ENST00000510438.1	HLA-F-AS1
ENST00000510443.5	FAM86C1
ENST00000510443.5	FAM86C1P
ENST00000510454.1	AC233724.10
ENST00000510454.1	AC233724.9
ENST00000510515.5	SEPT11
ENST00000510515.5	SEPTIN11
ENST00000510585.2	SHLD3
ENST00000510585.2	AC008560.1
ENST00000510641.5	SEPT11
ENST00000510641.5	SEPTIN11
ENST00000510696.1	MARCH1
ENST00000510696.1	MARCHF1
ENST00000510721.1	PAPD4
ENST00000510721.1	TENT2
ENST00000510754.2	AC023794.4
ENST00000510754.2	AC023794.3
ENST00000510759.1	AC016559.2
ENST00000510759.1	AC016559.3
ENST00000510780.5	RASGEF1B
ENST00000510786.1	MARCH1
ENST00000510786.1	MARCHF1
ENST00000510792.1	MARCH6
ENST00000510792.1	MARCHF6
ENST00000510830.1	CPLANE1
ENST00000510830.1	C5orf42
ENST00000510838.2	TAF11L11
ENST00000510838.2	AC233724.16
ENST00000510844.5	SEPTIN7P14
ENST00000510844.5	AC093752.1
ENST00000510872.5	MARCH6
ENST00000510872.5	MARCHF6
ENST00000510875.1	FAM90A21P
ENST00000510875.1	FAM90A7P
ENST00000510890.1	MACIR
ENST00000510890.1	C5orf30
ENST00000510918.5	SAMD13
ENST00000510918.5	AL359273.1
ENST00000510979.5	GTF2H2C
ENST00000510979.5	GTF2H2B
ENST00000511039.1	AC079776.3
ENST00000511039.1	AC079776.2
ENST00000511108.5	GUCY1A3
ENST00000511108.5	GUCY1A1
ENST00000511142.1	AC091133.5
ENST00000511142.1	AC091133.4
ENST00000511162.1	SERF1A
ENST00000511162.1	SERF1B
ENST00000511203.1	H2AZ1
ENST00000511203.1	H2AFZ
ENST00000511204.1	AC112484.1
ENST00000511204.1	CFAP92
ENST00000511210.5	CPLANE1
ENST00000511210.5	C5orf42
ENST00000511215.1	AC116353.3
ENST00000511215.1	AC116353.4
ENST00000511245.1	MARCH1
ENST00000511245.1	MARCHF1
ENST00000511263.1	MIR4788
ENST00000511263.1	HMGB3P13
ENST00000511319.5	H2AZ1
ENST00000511319.5	H2AFZ
ENST00000511348.1	H2AZ1
ENST00000511348.1	H2AFZ
ENST00000511420.2	AC016559.2
ENST00000511420.2	AC016559.1
ENST00000511438.5	KIAA1257
ENST00000511438.5	CFAP92
ENST00000511476.1	AC233724.6
ENST00000511476.1	AC233724.7
ENST00000511494.5	H2AFY
ENST00000511494.5	MACROH2A1
ENST00000511505.5	LARS
ENST00000511505.5	LARS1
ENST00000511507.5	GUCY1A3
ENST00000511507.5	GUCY1A1
ENST00000511629.6	GTF2H2C_2
ENST00000511629.6	GTF2H2C
ENST00000511668.1	AC010285.3
ENST00000511668.1	AC010285.2
ENST00000511689.5	H2AFY
ENST00000511689.5	MACROH2A1
ENST00000511694.1	AC233724.9
ENST00000511694.1	AC233724.8
ENST00000511723.2	AC106047.2
ENST00000511723.2	AC106047.1
ENST00000511764.5	PAPD7
ENST00000511764.5	TENT4A
ENST00000511773.5	POLR2J3
ENST00000511773.5	UPK3BL2
ENST00000511781.1	CPLANE1
ENST00000511781.1	C5orf42
ENST00000511788.1	AC092436.3
ENST00000511788.1	AC092436.2
ENST00000511802.5	MARCH6
ENST00000511802.5	MARCHF6
ENST00000511812.5	SMN2
ENST00000511812.5	SMN1
ENST00000511823.1	SEPTIN7P14
ENST00000511823.1	AC093752.1
ENST00000511824.2	CPLANE1
ENST00000511824.2	C5orf42
ENST00000511828.1	AC083902.2
ENST00000511828.1	C4orf54
ENST00000511830.2	GUSBP14
ENST00000511830.2	AC140134.1
ENST00000511850.1	STING1
ENST00000511850.1	TMEM173
ENST00000511856.5	FAM153C
ENST00000511856.5	FAM153CP
ENST00000511873.6	SMN2
ENST00000511873.6	SMN1
ENST00000511950.1	SEPTIN7P14
ENST00000511950.1	AC093752.1
ENST00000512176.1	AC022296.1
ENST00000512176.1	AC022296.2
ENST00000512214.1	MARCH1
ENST00000512214.1	MARCHF1
ENST00000512227.1	AC233724.12
ENST00000512227.1	TAF11L14
ENST00000512249.1	MFSD7
ENST00000512249.1	SLC49A3
ENST00000512283.1	RBM14
ENST00000512283.1	RBM14-RBM4
ENST00000512288.5	CPLANE1
ENST00000512288.5	C5orf42
ENST00000512333.1	SEPT11
ENST00000512333.1	SEPTIN11
ENST00000512343.5	RASGEF1B
ENST00000512377.1	AC104066.2
ENST00000512377.1	AC104066.1
ENST00000512400.1	MFSD7
ENST00000512400.1	SLC49A3
ENST00000512412.1	LARS
ENST00000512412.1	LARS1
ENST00000512424.1	AC022296.2
ENST00000512424.1	AC022296.3
ENST00000512437.1	AC106872.8
ENST00000512437.1	AC106872.9
ENST00000512449.5	MARCH6
ENST00000512449.5	MARCHF6
ENST00000512463.1	ACP3
ENST00000512463.1	ACPP
ENST00000512507.5	H2AFY
ENST00000512507.5	MACROH2A1
ENST00000512515.1	STK19B
ENST00000512515.1	STK19
ENST00000512543.1	FAM153B
ENST00000512543.1	AC139491.5
ENST00000512575.5	SEPT11
ENST00000512575.5	SEPTIN11
ENST00000512587.1	RO60
ENST00000512587.1	TROVE2
ENST00000512649.1	SERF1A
ENST00000512649.1	SERF1B
ENST00000512736.5	GTF2H2C_2
ENST00000512736.5	GTF2H2C
ENST00000512767.5	FAM159B
ENST00000512767.5	SHISAL2B
ENST00000512778.1	SEPT11
ENST00000512778.1	SEPTIN11
ENST00000512782.1	C1QTNF3
ENST00000512782.1	AC138409.2
ENST00000512815.2	AC097376.1
ENST00000512815.2	AC097376.2
ENST00000512867.2	AC022034.1
ENST00000512867.2	MAPK6P1
ENST00000512868.6	SERF1A
ENST00000512868.6	SERF1B
ENST00000512899.4	C5orf60
ENST00000512906.2	CRYZL2P
ENST00000512906.2	AL359075.1
ENST00000512908.2	NAIP
ENST00000512908.2	AC145138.1
ENST00000512921.4	PI4K2B
ENST00000512921.4	AC104662.2
ENST00000512931.5	C4orf22
ENST00000512931.5	CFAP299
ENST00000512983.5	GUCY1A3
ENST00000512983.5	GUCY1A1
ENST00000513066.3	TARS
ENST00000513066.3	TARS1
ENST00000513120.2	GPR78
ENST00000513120.2	CPZ
ENST00000513147.1	SEPTIN7P14
ENST00000513147.1	AC093752.1
ENST00000513176.2	AC092535.3
ENST00000513176.2	AC092535.2
ENST00000513191.1	AL049697.1
ENST00000513191.1	CFAP206
ENST00000513209.1	AC012531.3
ENST00000513209.1	HOXC5
ENST00000513210.5	H2AFY
ENST00000513210.5	MACROH2A1
ENST00000513254.5	TMEM155
ENST00000513254.5	SMIM43
ENST00000513268.1	H2AFY
ENST00000513268.1	MACROH2A1
ENST00000513347.1	ATP5G1
ENST00000513347.1	ATP5MC1
ENST00000513373.1	SEPT11
ENST00000513373.1	SEPTIN11
ENST00000513388.2	AC018797.3
ENST00000513388.2	AC018797.2
ENST00000513436.6	SERF1A
ENST00000513436.6	SERF1B
ENST00000513437.1	GUCY1B3
ENST00000513437.1	GUCY1B1
ENST00000513445.2	SEPT14P4
ENST00000513445.2	SEPTIN14P4
ENST00000513520.1	AC006254.1
ENST00000513520.1	MUSTN1
ENST00000513574.1	GUCY1A3
ENST00000513574.1	GUCY1A1
ENST00000513669.1	SRP14P3
ENST00000513669.1	AC015795.1
ENST00000513697.1	SEPT11
ENST00000513697.1	SEPTIN11
ENST00000513735.5	PAPD4
ENST00000513735.5	TENT2
ENST00000513740.1	MFSD7
ENST00000513740.1	SLC49A3
ENST00000513781.5	ATP5G1
ENST00000513781.5	ATP5MC1
ENST00000513787.5	FAM153B
ENST00000513787.5	AC139491.5
ENST00000513809.1	NUDT16P1
ENST00000513809.1	NUDT16L2P
ENST00000513825.1	FAM105A
ENST00000513825.1	OTULINL
ENST00000513845.4	C5orf60
ENST00000513920.5	C4orf22
ENST00000513920.5	CFAP299
ENST00000513930.1	FAM159B
ENST00000513930.1	SHISAL2B
ENST00000513947.8	C16orf62
ENST00000513947.8	VPS35L
ENST00000513948.1	CNTD2
ENST00000513948.1	CCNP
ENST00000513963.1	AC093899.2
ENST00000513963.1	BBS5
ENST00000514048.5	C1QTNF3
ENST00000514048.5	AC138409.2
ENST00000514069.6	GTF2H2C_2
ENST00000514069.6	GTF2H2C
ENST00000514078.1	LINC02112
ENST00000514078.1	TAS2R1
ENST00000514083.1	TCP10L3
ENST00000514083.1	TCP10
ENST00000514095.5	PAPD4
ENST00000514095.5	TENT2
ENST00000514104.5	LARS
ENST00000514104.5	LARS1
ENST00000514192.5	IDUA
ENST00000514208.5	EOLA1
ENST00000514208.5	CXorf40A
ENST00000514223.2	ATP5LP3
ENST00000514223.2	ATP5MGP3
ENST00000514228.1	AC106872.5
ENST00000514228.1	AC106872.6
ENST00000514249.5	C4orf22
ENST00000514249.5	CFAP299
ENST00000514259.5	TARS
ENST00000514259.5	TARS1
ENST00000514302.5	GPR78
ENST00000514302.5	CPZ
ENST00000514312.1	MARCH6
ENST00000514312.1	MARCHF6
ENST00000514330.1	CRACD
ENST00000514330.1	KIAA1211
ENST00000514341.1	UGT2A2
ENST00000514341.1	UGT2A1
ENST00000514348.1	STING1
ENST00000514348.1	TMEM173
ENST00000514404.1	SHLD3
ENST00000514404.1	AC008560.1
ENST00000514410.1	PAPD7
ENST00000514410.1	TENT4A
ENST00000514429.5	CPLANE1
ENST00000514429.5	C5orf42
ENST00000514466.5	TMEM110-MUSTN1
ENST00000514466.5	STIMATE-MUSTN1
ENST00000514503.1	AC023794.4
ENST00000514503.1	AC023794.3
ENST00000514522.2	GUSBP14
ENST00000514522.2	AC138866.1
ENST00000514542.1	STING1
ENST00000514542.1	TMEM173
ENST00000514560.1	MAGED4B
ENST00000514560.1	MAGED4
ENST00000514618.5	MARCH1
ENST00000514618.5	MARCHF1
ENST00000514642.1	CCDC30
ENST00000514667.1	AC008695.1
ENST00000514667.1	RAPGEF6
ENST00000514697.1	PAPD7
ENST00000514697.1	TENT4A
ENST00000514808.5	ATP5G1
ENST00000514808.5	ATP5MC1
ENST00000514817.2	EFL1P2
ENST00000514817.2	EFTUD1P2
ENST00000514885.5	TMEM155
ENST00000514885.5	SMIM43
ENST00000514914.1	SMN2
ENST00000514914.1	SMN1
ENST00000514925.1	AC010255.3
ENST00000514925.1	ZNF474
ENST00000514961.1	MARCH6
ENST00000514961.1	MARCHF6
ENST00000515034.1	ANK2
ENST00000515049.1	AC027801.3
ENST00000515049.1	AC027801.2
ENST00000515060.1	ATP5G1
ENST00000515060.1	ATP5MC1
ENST00000515116.1	ATP5I
ENST00000515116.1	ATP5ME
ENST00000515118.5	MFSD7
ENST00000515118.5	SLC49A3
ENST00000515201.5	GUCY1A3
ENST00000515201.5	GUCY1A1
ENST00000515202.5	ATP5I
ENST00000515202.5	ATP5ME
ENST00000515241.1	MARCHF3
ENST00000515241.1	MARCH3
ENST00000515251.1	SEPTIN7P14
ENST00000515251.1	AC093752.1
ENST00000515298.5	PAPD4
ENST00000515298.5	TENT2
ENST00000515319.6	ZBED1
ENST00000515352.1	AC026801.1
ENST00000515352.1	AC026801.2
ENST00000515380.1	CPLANE1
ENST00000515380.1	C5orf42
ENST00000515453.5	ZNF330
ENST00000515470.1	MINOS1P4
ENST00000515470.1	MICOS10P4
ENST00000515471.5	MARCH1
ENST00000515471.5	MARCHF1
ENST00000515485.5	SMIM31
ENST00000515507.5	STING1
ENST00000515507.5	TMEM173
ENST00000515574.1	USP17L27
ENST00000515574.1	USP17L24
ENST00000515578.5	ABCA11P
ENST00000515578.5	ZNF721
ENST00000515602.5	GUCY1A3
ENST00000515602.5	GUCY1A1
ENST00000515640.5	C5orf38
ENST00000515659.1	KIAA1257
ENST00000515659.1	CFAP92
ENST00000515669.5	MACIR
ENST00000515669.5	C5orf30
ENST00000515671.1	SEPT11
ENST00000515671.1	SEPTIN11
ENST00000515721.1	PAPD7
ENST00000515721.1	TENT4A
ENST00000515758.1	CAMK2A
ENST00000515807.5	PAPD4
ENST00000515807.5	TENT2
ENST00000515823.2	ECSCR
ENST00000515823.2	AC142391.1
ENST00000515838.2	RBM4
ENST00000515838.2	RBM14-RBM4
ENST00000515878.1	FAM153C
ENST00000515878.1	FAM153CP
ENST00000517342.1	SEPTIN10P1
ENST00000517342.1	SEPT10P1
ENST00000517423.5	CCN4
ENST00000517423.5	WISP1
ENST00000517458.1	LRATD2
ENST00000517458.1	FAM84B
ENST00000517461.1	IMPAD1
ENST00000517461.1	BPNT2
ENST00000517506.2	FSBP
ENST00000517506.2	RAD54B
ENST00000517560.2	AL606534.4
ENST00000517560.2	AL606534.5
ENST00000517609.5	NTAQ1
ENST00000517609.5	WDYHV1
ENST00000517654.5	FAM49B
ENST00000517654.5	CYRIB
ENST00000517672.5	FAM49B
ENST00000517672.5	CYRIB
ENST00000517718.5	CIBAR1
ENST00000517718.5	FAM92A
ENST00000517760.1	ZHX1-C8orf76
ENST00000517760.1	C8orf76
ENST00000517801.5	FAM49B
ENST00000517801.5	CYRIB
ENST00000517826.1	AC120036.2
ENST00000517826.1	AC120036.3
ENST00000517873.2	MAPK6PS4
ENST00000517873.2	MAPK6P4
ENST00000517883.2	AC005041.1
ENST00000517883.2	C2orf81
ENST00000517900.5	GTF2H2C
ENST00000517900.5	GTF2H2
ENST00000518041.5	CHTF8
ENST00000518041.5	DERPC
ENST00000518075.1	XAGE1B
ENST00000518075.1	XAGE1A
ENST00000518116.5	CIBAR1
ENST00000518116.5	FAM92A
ENST00000518125.1	NTAQ1
ENST00000518125.1	WDYHV1
ENST00000518126.5	HARS1
ENST00000518126.5	HARS
ENST00000518167.5	FAM49B
ENST00000518167.5	CYRIB
ENST00000518227.1	HSF4
ENST00000518227.1	AC074143.1
ENST00000518275.1	GTF2H2C_2
ENST00000518275.1	GTF2H2
ENST00000518283.5	FAM49B
ENST00000518283.5	CYRIB
ENST00000518285.1	FAM49B
ENST00000518285.1	CYRIB
ENST00000518344.1	FAM49B
ENST00000518344.1	CYRIB
ENST00000518504.5	SMN2
ENST00000518504.5	SMN1
ENST00000518603.1	FBXL8
ENST00000518603.1	HSF4
ENST00000518703.1	AC021001.1
ENST00000518703.1	MAPK6P5
ENST00000518753.5	HSF4
ENST00000518753.5	AC074143.1
ENST00000518757.5	RARS1
ENST00000518757.5	RARS
ENST00000518786.1	C8orf59
ENST00000518786.1	RBIS
ENST00000518829.5	CIBAR1
ENST00000518829.5	FAM92A
ENST00000518830.2	AC021733.3
ENST00000518830.2	AC021733.2
ENST00000518860.1	C8orf44-SGK3
ENST00000518860.1	C8orf44
ENST00000518879.5	FAM49B
ENST00000518879.5	CYRIB
ENST00000518955.1	MTREX
ENST00000518955.1	SKIV2L2
ENST00000519020.5	FAM49B
ENST00000519020.5	CYRIB
ENST00000519039.1	NACA4P
ENST00000519039.1	NACAP1
ENST00000519070.5	FAM49B
ENST00000519070.5	CYRIB
ENST00000519110.5	FAM49B
ENST00000519110.5	CYRIB
ENST00000519135.1	CIBAR1
ENST00000519135.1	FAM92A
ENST00000519142.5	FAM49B
ENST00000519142.5	CYRIB
ENST00000519170.1	MCM4
ENST00000519199.5	NTAQ1
ENST00000519199.5	WDYHV1
ENST00000519311.1	AC068228.3
ENST00000519311.1	AC068228.2
ENST00000519346.1	RARS1
ENST00000519346.1	RARS
ENST00000519431.1	AC124290.3
ENST00000519431.1	AC124290.2
ENST00000519433.1	CCN4
ENST00000519433.1	WISP1
ENST00000519467.1	CPEB4
ENST00000519534.1	CHTF8
ENST00000519534.1	DERPC
ENST00000519539.5	RASA4B
ENST00000519539.5	RASA4
ENST00000519540.5	FAM49B
ENST00000519540.5	CYRIB
ENST00000519541.1	RASA4B
ENST00000519541.1	AC105052.1
ENST00000519679.5	CIBAR1
ENST00000519679.5	FAM92A
ENST00000519702.5	C8orf46
ENST00000519702.5	VXN
ENST00000519706.1	AC087854.1
ENST00000519706.1	AC087854.2
ENST00000519718.1	PPP2CA
ENST00000519718.1	AC104109.3
ENST00000519734.5	DOCK2
ENST00000519735.5	IKBKB
ENST00000519824.6	FAM49B
ENST00000519824.6	CYRIB
ENST00000519855.1	RPS14
ENST00000519878.1	RASA4B
ENST00000519878.1	RASA4
ENST00000520013.5	RARS1
ENST00000520013.5	RARS
ENST00000520026.1	RSPO2
ENST00000520042.5	RASA4B
ENST00000520042.5	RASA4
ENST00000520082.1	NOV
ENST00000520082.1	CCN3
ENST00000520123.1	AP001330.3
ENST00000520123.1	AP001330.2
ENST00000520204.5	FAM49B
ENST00000520204.5	CYRIB
ENST00000520254.5	FAM49B
ENST00000520254.5	CYRIB
ENST00000520363.1	CIBAR1
ENST00000520363.1	FAM92A
ENST00000520385.1	ESRP1
ENST00000520392.1	IMPAD1
ENST00000520392.1	BPNT2
ENST00000520401.1	SRP19
ENST00000520401.1	AC008575.1
ENST00000520421.1	RARS1
ENST00000520421.1	RARS
ENST00000520577.1	RASA4B
ENST00000520577.1	RASA4
ENST00000520607.1	AC107959.5
ENST00000520607.1	TNFRSF10C
ENST00000520751.1	MYC
ENST00000520887.1	FAM49B
ENST00000520887.1	CYRIB
ENST00000520937.5	CIBAR1
ENST00000520937.5	FAM92A
ENST00000520955.5	CIBAR1
ENST00000520955.5	FAM92A
ENST00000521076.5	RASA4B
ENST00000521076.5	RASA4
ENST00000521223.5	FAM49B
ENST00000521223.5	CYRIB
ENST00000521237.1	AC008676.3
ENST00000521237.1	AC008676.2
ENST00000521286.1	C8orf59
ENST00000521286.1	RBIS
ENST00000521329.5	RARS1
ENST00000521329.5	RARS
ENST00000521397.1	RASA4B
ENST00000521397.1	RASA4
ENST00000521479.1	GSR
ENST00000521495.5	C8orf46
ENST00000521495.5	VXN
ENST00000521502.5	RSPO2
ENST00000521529.5	H2AZ2
ENST00000521529.5	H2AFV
ENST00000521548.5	ZNF395
ENST00000521548.5	FBXO16
ENST00000521579.2	PRXL2AP2
ENST00000521579.2	FAM213AP2
ENST00000521602.2	GTF2H2C
ENST00000521602.2	GTF2H2
ENST00000521641.5	CIBAR1
ENST00000521641.5	FAM92A
ENST00000521757.1	RSPO2
ENST00000521813.5	C8orf46
ENST00000521813.5	VXN
ENST00000521822.1	RASA4B
ENST00000521822.1	RASA4
ENST00000521850.5	C5orf58
ENST00000521858.5	GTF2H2C_2
ENST00000521858.5	GTF2H2
ENST00000521867.1	H2AFZP2
ENST00000521867.1	AC084251.1
ENST00000521874.1	AC120036.4
ENST00000521874.1	AC120036.3
ENST00000521889.5	C8orf44
ENST00000521892.1	RASA4B
ENST00000521892.1	RASA4
ENST00000521939.5	RARS1
ENST00000521939.5	RARS
ENST00000521942.5	GTF2H2C_2
ENST00000521942.5	GTF2H2
ENST00000522091.1	CHTF8
ENST00000522091.1	DERPC
ENST00000522194.5	NTAQ1
ENST00000522194.5	WDYHV1
ENST00000522223.5	RASA4B
ENST00000522223.5	RASA4
ENST00000522241.2	AC022784.4
ENST00000522241.2	AC022784.5
ENST00000522250.5	FAM49B
ENST00000522250.5	CYRIB
ENST00000522286.5	RGPD5
ENST00000522286.5	RGPD8
ENST00000522324.5	CIBAR1
ENST00000522324.5	FAM92A
ENST00000522351.1	OR2W5
ENST00000522351.1	OR2W5P
ENST00000522361.1	FAM49B
ENST00000522361.1	CYRIB
ENST00000522443.5	RASA4B
ENST00000522443.5	RASA4
ENST00000522497.1	CHTF8
ENST00000522497.1	DERPC
ENST00000522538.5	DST
ENST00000522569.1	NRG1
ENST00000522654.5	GTF2H2C_2
ENST00000522654.5	GTF2H2
ENST00000522682.2	JCHAINP1
ENST00000522682.2	IGJP1
ENST00000522702.5	FAM49B
ENST00000522702.5	CYRIB
ENST00000522746.5	FAM49B
ENST00000522746.5	CYRIB
ENST00000522801.5	RASA4B
ENST00000522801.5	RASA4
ENST00000522803.5	CIBAR1
ENST00000522803.5	FAM92A
ENST00000522832.1	PRSS44P
ENST00000522832.1	PRSS44
ENST00000522834.5	RARS1
ENST00000522834.5	RARS
ENST00000522938.5	TPD52
ENST00000522938.5	AC036214.3
ENST00000522941.5	FAM49B
ENST00000522941.5	CYRIB
ENST00000522977.5	C8orf46
ENST00000522977.5	VXN
ENST00000522981.1	NACAP10
ENST00000522981.1	AC022861.1
ENST00000523003.5	GTF2H2C_2
ENST00000523003.5	GTF2H2
ENST00000523245.1	C8orf59
ENST00000523245.1	RBIS
ENST00000523281.5	C8orf59
ENST00000523281.5	RBIS
ENST00000523288.5	FAM49B
ENST00000523288.5	CYRIB
ENST00000523332.5	AC083841.5
ENST00000523332.5	LYNX1-SLURP2
ENST00000523356.1	NTAQ1
ENST00000523356.1	WDYHV1
ENST00000523360.1	HSF4
ENST00000523360.1	AC074143.1
ENST00000523421.5	CHTF8
ENST00000523421.5	DERPC
ENST00000523453.5	CIBAR1
ENST00000523453.5	FAM92A
ENST00000523475.5	CIBAR1
ENST00000523475.5	FAM92A
ENST00000523509.5	FAM49B
ENST00000523509.5	CYRIB
ENST00000523514.1	FAM49B
ENST00000523514.1	CYRIB
ENST00000523551.1	NTAQ1
ENST00000523551.1	WDYHV1
ENST00000523552.1	AC090821.3
ENST00000523552.1	AC090821.2
ENST00000523568.5	RASA4B
ENST00000523568.5	RASA4
ENST00000523577.5	CIBAR1
ENST00000523577.5	FAM92A
ENST00000523680.1	ATP5MF
ENST00000523680.1	ATP5J2
ENST00000523684.5	DOCK2
ENST00000523693.1	GTF2H2C_2
ENST00000523693.1	GTF2H2
ENST00000523970.1	FAM196B
ENST00000523970.1	INSYN2B
ENST00000523984.5	NTAQ1
ENST00000523984.5	WDYHV1
ENST00000523993.5	FAM49B
ENST00000523993.5	CYRIB
ENST00000523996.1	SRSF3P2
ENST00000523996.1	AC012339.2
ENST00000524082.5	RARS1
ENST00000524082.5	RARS
ENST00000524174.1	SINHCAFP3
ENST00000524174.1	FAM60DP
ENST00000524254.5	NTAQ1
ENST00000524254.5	WDYHV1
ENST00000524301.1	DIAPH1
ENST00000524321.1	ATP5MF
ENST00000524321.1	ATP5J2
ENST00000524422.1	ATP5MG
ENST00000524422.1	ATP5L
ENST00000524513.1	ST5
ENST00000524513.1	DENND2B
ENST00000524539.1	C11orf74
ENST00000524539.1	IFTAP
ENST00000524579.1	CTNND1
ENST00000524579.1	TMX2-CTNND1
ENST00000524582.1	ZCCHC11
ENST00000524582.1	TUT4
ENST00000524640.1	AC090099.3
ENST00000524640.1	MRGPRX12P
ENST00000524660.1	CRYAB
ENST00000524670.5	CENATAC
ENST00000524670.5	CCDC84
ENST00000524680.1	TMEM136
ENST00000524680.1	TLCD5
ENST00000524719.1	TSTA3
ENST00000524719.1	GFUS
ENST00000524757.5	ST5
ENST00000524757.5	DENND2B
ENST00000524787.1	KDELC2
ENST00000524787.1	POGLUT3
ENST00000524823.6	AC138969.1
ENST00000524823.6	NPIPA1
ENST00000524825.5	CARS
ENST00000524825.5	CARS1
ENST00000524878.1	C11orf45
ENST00000524893.5	FAM86B2
ENST00000524893.5	FAM86B1
ENST00000524927.1	NEDD8-MDP1
ENST00000524927.1	NEDD8
ENST00000524957.1	AC023078.1
ENST00000524957.1	MRGPRX7P
ENST00000524977.1	AP003385.2
ENST00000524977.1	AP003385.4
ENST00000525058.5	CBLIF
ENST00000525058.5	GIF
ENST00000525169.5	ST5
ENST00000525169.5	DENND2B
ENST00000525249.1	TRMT9B
ENST00000525249.1	KIAA1456
ENST00000525272.1	AC023078.2
ENST00000525272.1	AC023078.6
ENST00000525274.5	TSTA3
ENST00000525274.5	GFUS
ENST00000525374.1	CARD16
ENST00000525468.1	AP002884.5
ENST00000525468.1	TEX12
ENST00000525480.2	FPGT-TNNI3K
ENST00000525480.2	TNNI3K
ENST00000525487.2	AC109635.6
ENST00000525487.2	AC109635.5
ENST00000525510.1	SGK494
ENST00000525510.1	RSKR
ENST00000525590.2	GOLGA8G
ENST00000525590.2	GOLGA8F
ENST00000525663.5	DYNLT5
ENST00000525663.5	TCTEX1D1
ENST00000525666.1	AP003041.2
ENST00000525666.1	AP003041.1
ENST00000525732.2	TRIM51EP
ENST00000525732.2	TRIM51BP
ENST00000525742.1	AP006587.3
ENST00000525742.1	AP006587.2
ENST00000525822.5	FAM86B2
ENST00000525822.5	FAM86B1
ENST00000525882.1	AC130365.2
ENST00000525882.1	AC130365.1
ENST00000525949.1	AL357673.1
ENST00000525949.1	CDCP2
ENST00000525987.5	AP002884.5
ENST00000525987.5	BCO2
ENST00000526053.1	AP006587.3
ENST00000526053.1	AP006587.4
ENST00000526057.5	ST5
ENST00000526057.5	DENND2B
ENST00000526059.1	MFRP
ENST00000526059.1	C1QTNF5
ENST00000526062.5	ST5
ENST00000526062.5	DENND2B
ENST00000526073.5	SGK494
ENST00000526073.5	RSKR
ENST00000526086.5	MS4A4E
ENST00000526099.5	ST5
ENST00000526099.5	DENND2B
ENST00000526126.5	ST5
ENST00000526126.5	DENND2B
ENST00000526155.5	ST5
ENST00000526155.5	DENND2B
ENST00000526166.5	NPIPA9
ENST00000526166.5	AC126755.2
ENST00000526221.5	ST5
ENST00000526221.5	DENND2B
